Rk;G;Date;@;OppT;W/L;Tm;Opp;ORtg;DRtg;Pace;FTr;3PAr;TS%;TRB%;AST%;STL%;BLK%;a;eFG%;TOV%;ORB%;FT/FGA;b;OeFG%;OTOV%;DRB%;OFT/FGA;T
9;9;08/11/2023;@;IND;L;118;134;112.5;127.8;104.8;.188;.281;.568;50.5;57.8;2.9;8.3;;.526;16.8;33.3;.177;;.579;9.1;68.9;.168;UTA
10;10;10/11/2023;@;MEM;W;127;121;130.0;123.8;97.7;.382;.487;.715;50.7;68.3;10.2;22.6;;.658;17.6;25.8;.355;;.550;9.3;68.2;.099;UTA
11;11;14/11/2023;;POR;W;115;99;119.5;102.8;96.3;.158;.453;.566;54.7;59.1;11.4;11.3;;.532;10.6;34.8;.147;;.483;14.9;73.5;.159;UTA
12;12;17/11/2023;;PHO;L;128;131;133.1;136.2;96.2;.365;.424;.649;52.0;62.8;3.1;18.9;;.600;7.5;24.4;.306;;.628;7.6;85.3;.267;UTA
13;13;19/11/2023;;PHO;L;137;140;119.8;122.4;94.6;.278;.400;.531;57.3;56.3;9.6;8.8;;.483;12.2;45.0;.226;;.578;13.0;74.4;.216;UTA
14;14;21/11/2023;@;LAL;L;99;131;97.1;128.5;102.0;.163;.449;.471;44.7;65.8;5.9;5.3;;.444;11.8;23.2;.122;;.634;11.7;76.3;.256;UTA
15;15;22/11/2023;@;POR;L;105;121;111.1;128.0;94.5;.329;.392;.580;54.3;67.6;7.4;5.7;;.532;18.8;37.8;.266;;.603;11.6;68.2;.109;UTA
16;16;25/11/2023;;NOP;W;105;100;106.0;100.9;99.1;.195;.494;.556;55.3;60.5;8.1;10.5;;.523;19.6;32.6;.161;;.478;11.4;74.5;.118;UTA
1;1;25/10/2023;@;LAC;L;111;123;112.9;125.1;98.3;.183;.344;.552;47.1;45.5;10.2;7.1;;.527;14.5;32.6;.140;;.611;14.9;64.1;.144;POR
2;2;27/10/2023;;ORL;L;97;102;102.0;107.2;95.1;.239;.364;.499;51.1;42.9;6.3;2.0;;.449;14.1;30.0;.205;;.513;13.1;76.2;.266;POR
3;3;29/10/2023;@;PHI;L;98;126;97.0;124.7;101.0;.234;.330;.473;45.2;52.8;9.9;16.7;;.420;12.6;25.9;.202;;.555;13.1;71.8;.427;POR
4;4;30/10/2023;@;TOR;W;99;91;106.6;98.0;92.8;.176;.412;.540;52.0;52.6;6.5;10.8;;.512;13.3;28.3;.141;;.426;9.9;73.1;.117;POR
5;5;01/11/2023;@;DET;W;110;101;105.8;97.2;103.9;.407;.247;.576;53.7;60.5;9.6;11.5;;.512;15.1;17.9;.333;;.506;16.0;86.0;.111;POR
6;6;03/11/2023;;MEM;W;115;113;105.7;103.9;98.5;.375;.333;.514;51.0;48.7;11.0;11.5;;.453;11.1;26.8;.292;;.542;14.3;83.3;.094;POR
7;7;05/11/2023;;MEM;L;100;112;102.2;114.5;97.8;.158;.474;.492;49.0;62.2;11.2;8.8;;.463;12.1;29.1;.126;;.579;14.5;75.6;.101;POR
8;8;08/11/2023;@;SAC;L;118;121;108.9;111.7;98.1;.333;.253;.591;41.9;59.1;9.2;9.6;;.552;15.3;16.7;.253;;.522;16.6;65.9;.315;POR
9;9;12/11/2023;@;LAL;L;110;116;108.8;114.8;101.1;.100;.411;.585;48.1;64.4;2.0;12.3;;.572;13.8;12.8;.078;;.512;8.2;82.5;.357;POR
10;10;14/11/2023;@;UTA;L;99;115;102.8;119.5;96.3;.227;.398;.511;45.3;62.2;5.2;11.5;;.483;14.9;26.5;.159;;.532;10.6;65.2;.147;POR
11;11;15/11/2023;;CLE;L;95;109;99.4;114.1;95.6;.176;.418;.484;39.0;70.6;9.4;6.7;;.445;10.9;16.7;.154;;.620;16.8;75.9;.213;POR
12;12;17/11/2023;;LAL;L;95;107;100.4;113.1;94.6;.202;.416;.490;52.2;47.2;11.6;3.8;;.461;15.7;36.5;.146;;.568;16.6;72.5;.185;POR
13;13;19/11/2023;;OKC;L;91;134;97.7;143.8;93.2;.247;.400;.483;41.9;61.8;10.7;4.4;;.453;15.3;28.3;.165;;.741;16.3;64.3;.173;POR
14;14;21/11/2023;@;PHO;L;107;120;119.8;134.3;89.3;.230;.356;.558;44.1;52.6;9.0;5.1;;.517;11.9;30.8;.195;;.612;12.8;62.1;.355;POR
15;15;22/11/2023;;UTA;W;121;105;128.0;111.1;94.5;.163;.424;.614;45.7;66.0;9.5;12.5;;.603;11.6;31.8;.109;;.532;18.8;62.2;.266;POR
1;1;24/10/2023;@;GSW;W;108;104;106.2;102.3;101.7;.179;.347;.527;55.0;54.8;4.9;12.1;;.500;15.6;35.4;.137;;.406;8.8;70.5;.218;POR
2;2;26/10/2023;@;LAL;L;95;100;94.2;99.2;100.8;.284;.383;.521;53.8;47.1;6.9;5.5;;.475;18.0;22.7;.222;;.458;14.2;83.0;.274;PHO
3;3;28/10/2023;;UTA;W;126;104;128.4;106.0;98.1;.329;.435;.647;46.4;68.9;10.2;13.0;;.588;10.2;18.9;.306;;.505;15.6;68.1;.132;PHO
4;4;31/10/2023;;SAS;L;114;115;112.2;113.2;101.6;.181;.470;.636;53.8;69.0;7.9;12.7;;.614;17.5;17.1;.145;;.543;10.6;82.2;.163;PHO
5;5;02/11/2023;;SAS;L;121;132;122.0;133.1;99.2;.325;.400;.662;45.3;60.5;5.0;6.6;;.638;13.3;13.5;.238;;.612;7.2;76.3;.122;PHO
6;6;04/11/2023;@;PHI;L;100;112;105.0;117.6;95.3;.371;.393;.483;45.2;68.8;11.5;20.0;;.410;8.8;29.4;.303;;.539;14.8;64.3;.167;PHO
7;7;05/11/2023;@;DET;W;120;106;123.3;108.9;97.4;.337;.244;.608;56.6;67.4;8.2;15.6;;.547;15.4;37.8;.302;;.540;14.7;74.4;.138;PHO
8;8;08/11/2023;@;CHI;W;116;115;108.9;108.0;96.4;.278;.533;.574;58.1;84.2;6.6;15.9;;.528;17.2;30.2;.233;;.510;11.7;82.0;.177;PHO
9;9;10/11/2023;;LAL;L;119;122;119.8;122.8;99.3;.287;.394;.562;54.7;52.4;9.1;1.8;;.527;10.9;33.3;.213;;.571;10.0;79.5;.310;PHO
10;10;12/11/2023;;OKC;L;99;111;107.3;120.3;92.3;.373;.349;.512;60.7;62.5;4.3;12.7;;.440;15.0;37.2;.313;;.549;7.0;85.4;.256;PHO
11;11;15/11/2023;;MIN;W;133;115;145.3;125.7;91.5;.176;.365;.726;44.4;60.8;1.1;6.2;;.700;8.9;17.2;.165;;.484;5.4;62.8;.283;PHO
12;12;17/11/2023;@;UTA;W;131;128;136.2;133.1;96.2;.302;.384;.672;48.0;77.8;5.2;8.2;;.628;7.6;14.7;.267;;.600;7.5;75.6;.306;PHO
13;13;19/11/2023;@;UTA;W;140;137;122.4;119.8;94.6;.255;.441;.617;42.7;72.0;9.6;18.8;;.578;13.0;25.6;.216;;.483;12.2;55.0;.226;PHO
14;14;21/11/2023;;POR;W;120;107;134.3;119.8;89.3;.368;.224;.679;55.9;60.5;9.0;14.3;;.612;12.8;37.9;.355;;.517;11.9;69.2;.195;PHO
15;15;22/11/2023;;GSW;W;123;115;120.6;112.7;102.0;.684;.368;.622;50.0;64.7;8.8;13.8;;.520;13.2;25.6;.579;;.533;12.7;74.4;.211;PHO
16;16;24/11/2023;@;MEM;W;110;89;121.1;98.0;90.8;.368;.408;.623;53.9;56.4;11.0;12.8;;.586;12.0;19.4;.276;;.519;13.3;85.0;.075;PHO
17;17;26/11/2023;@;NYK;W;116;113;13;.6;127.2;88.8;.231;.418;.579;55.3;64.3;4.5;19.3;.549;9.9;41.9;.176;;.523;5.7;69.0;.267;PHO
1;1;25/10/2023;;POR;W;123;111;125.1;112.9;98.3;.178;.378;.634;52.9;76.6;11.2;11.5;;.611;14.9;35.9;.144;;.527;14.5;67.4;.140;LAC
2;2;27/10/2023;@;UTA;L;118;120;122.1;124.2;96.7;.364;.455;.661;44.4;41.5;8.3;10.9;;.623;13.6;17.6;.286;;.521;11.7;63.8;.208;LAC
3;3;29/10/2023;;SAS;W;123;83;117.7;79.4;104.5;.231;.462;.614;56.5;48.9;14.3;10.6;;.604;13.8;22.5;.143;;.444;22.3;86.7;.150;LAC
4;4;31/10/2023;;ORL;W;118;102;114.3;98.8;103.2;.258;.348;.595;52.4;65.9;9.7;7.8;;.573;13.9;21.4;.180;;.512;14.3;83.3;.235;LAC
5;5;01/11/2023;@;LAL;L;125;130;114.2;118.7;99.2;.273;.343;.564;47.4;46.8;11.0;1.7;;.545;10.5;22.2;.172;;.572;11.7;79.1;.300;LAC
6;6;06/11/2023;@;NYK;L;97;111;104.0;119.0;93.3;.219;.438;.606;39.2;58.3;8.6;5.3;;.568;21.6;18.9;.192;;.534;16.5;57.1;.193;LAC
7;7;08/11/2023;@;BRK;L;93;100;96.3;103.6;96.5;.143;.396;.481;51.0;61.1;10.4;15.7;;.440;13.4;23.9;.143;;.484;12.5;74.1;.120;LAC
8;8;10/11/2023;@;DAL;L;126;144;129.3;147.7;97.5;.409;.307;.607;53.4;48.8;7.2;3.6;;.534;11.9;42.2;.364;;.617;6.8;65.1;.235;LAC
9;9;12/11/2023;;MEM;L;101;105;102.4;106.4;98.7;.271;.400;.531;50.0;70.3;9.1;6.4;;.506;12.8;21.1;.176;;.494;14.0;75.0;.205;LAC
10;10;14/11/2023;@;DEN;L;108;111;118.5;121.8;91.1;.279;.337;.559;53.8;56.8;11.0;2.0;;.506;9.4;31.8;.244;;.589;13.9;82.4;.342;LAC
11;11;17/11/2023;;HOU;W;106;100;107.6;101.5;98.5;.361;.410;.551;50.0;61.1;10.1;12.3;;.512;11.1;18.6;.253;;.489;14.2;76.5;.159;LAC
12;12;20/11/2023;@;SAS;W;124;99;124.7;99.6;99.4;.263;.379;.585;51.0;66.7;15.1;5.8;;.537;6.2;21.7;.232;;.489;14.3;75.9;.122;LAC
13;13;22/11/2023;@;SAS;W;109;102;108.2;101.2;100.8;.341;.329;.557;53.2;74.4;9.9;5.7;;.512;14.1;24.4;.259;;.445;11.4;79.6;.231;LAC
14;14;24/11/2023;;NOP;L;106;116;105.5;115.5;100.4;.185;.402;.533;43.8;64.3;11.0;12.5;;.516;10.0;17.4;.120;;.545;13.1;72.1;.227;LAC
15;15;25/11/2023;;DAL;W;107;88;115.6;95.1;92.6;.352;.330;.526;60.6;65.8;2.2;11.3;;.477;10.6;38.6;.261;;.423;8.5;80.0;.121;LAC
1;1;24/10/2023;@;DEN;L;107;119;112.3;124.8;95.3;.222;.322;.541;51.2;56.1;5.2;7.0;;.511;10.0;28.3;.167;;.604;10.3;77.5;.099;LAL
2;2;26/10/2023;;PHO;W;100;95;99.2;94.2;100.8;.345;.345;.517;46.2;66.7;13.9;14.0;;.458;14.2;17.0;.274;;.475;18.0;77.3;.222;LAL
3;3;29/10/2023;@;SAC;L;127;132;110.1;114.5;104.5;.347;.459;.562;53.0;62.8;3.5;7.1;;.515;9.6;16.3;.265;;.553;8.0;88.2;.163;LAL
4;4;30/10/2023;;ORL;W;106;103;107.6;104.5;98.5;.228;.342;.610;47.6;66.7;7.1;16.7;;.582;15.5;8.6;.177;;.474;9.7;75.5;.137;LAL
5;5;01/11/2023;;LAC;W;130;125;118.7;114.2;99.2;.400;.356;.614;52.6;60.9;9.1;13.8;;.572;11.7;20.9;.300;;.545;10.5;77.8;.172;LAL
6;6;04/11/2023;@;ORL;L;101;120;101.9;121.1;99.1;.250;.357;.542;44.0;45.9;6.1;14.7;;.488;15.4;23.8;.226;;.515;12.1;61.2;.158;LAL
7;7;06/11/2023;@;MIA;L;107;108;108.5;109.5;98.6;.173;.321;.614;46.3;63.6;6.1;9.8;;.593;16.3;13.2;.136;;.534;15.2;75.0;.159;LAL
8;8;08/11/2023;@;HOU;L;94;128;96.8;131.8;97.1;.286;.298;.497;37.4;55.6;7.2;10.0;;.470;8.7;10.4;.179;;.624;9.8;67.4;.129;LAL
9;9;10/11/2023;@;PHO;W;122;119;122.8;119.8;99.3;.405;.321;.616;45.3;64.3;9.1;12.3;;.571;10.0;20.5;.310;;.527;10.9;66.7;.213;LAL
10;10;12/11/2023;;POR;W;116;110;114.8;108.8;101.1;.440;.226;.578;51.9;65.9;7.9;7.5;;.512;8.2;17.5;.357;;.572;13.8;87.2;.078;LAL
11;11;14/11/2023;;MEM;W;134;107;134.1;107.0;100.0;.296;.432;.732;62.1;63.8;4.0;18.9;;.716;16.4;33.3;.222;;.462;7.5;77.2;.085;LAL
12;12;15/11/2023;;SAC;L;110;125;103.8;118.0;105.9;.229;.349;.602;48.9;59.5;11.3;11.5;;.572;20.1;17.1;.181;;.583;12.7;76.6;.135;LAL
13;13;17/11/2023;@;POR;W;107;95;113.1;100.4;94.6;.272;.358;.590;47.8;67.5;11.6;11.5;;.568;16.6;27.5;.185;;.461;15.7;63.5;.146;LAL
14;14;19/11/2023;;HOU;W;105;104;106.1;105.1;99.0;.349;.349;.548;55.3;66.7;13.1;2.1;;.506;15.1;26.3;.253;;.571;16.9;84.2;.095;LAL
15;15;21/11/2023;;UTA;W;131;99;128.5;97.1;102.0;.314;.337;.669;55.3;71.4;5.9;9.3;;.634;11.7;23.7;.256;;.444;11.8;76.8;.122;LAL
16;16;22/11/2023;;DAL;L;101;104;108.2;111.4;93.3;.226;.345;.547;51.5;66.7;1.1;4.3;;.530;10.6;19.6;.143;;.479;3.7;79.2;.125;LAL
17;17;25/11/2023;@;CLE;W;121;115;114.5;108.8;105.7;.233;.300;.610;54.3;72.3;8.5;12.7;;.572;15.4;23.1;.200;;.522;12.2;83.3;.220;LAL
1;1;25/10/2023;@;UTA;W;130;114;128.0;112.2;101.6;.196;.500;.587;45.5;61.7;5.9;12.7;;.554;9.0;28.3;.167;;.500;11.8;65.2;.253;SAC
2;2;27/10/2023;;GSW;L;114;122;108.6;116.2;105.0;.309;.426;.534;51.3;58.5;9.5;5.5;;.500;11.6;23.8;.213;;.632;16.9;81.6;.138;SAC
3;3;29/10/2023;;LAL;W;132;127;114.5;110.1;104.5;.231;.462;.576;47.0;61.2;5.2;13.2;;.553;8.0;11.8;.163;;.515;9.6;83.7;.265;SAC
4;4;01/11/2023;@;GSW;L;101;102;107.8;108.9;93.7;.261;.398;.515;57.1;66.7;8.5;8.0;;.472;10.9;32.6;.205;;.549;16.3;82.9;.160;SAC
5;5;04/11/2023;@;HOU;L;89;107;94.3;113.4;94.3;.226;.488;.482;44.8;62.5;5.3;11.8;;.446;10.6;15.7;.167;;.534;10.3;77.8;.161;SAC
6;6;06/11/2023;@;HOU;L;97;122;108.4;136.4;89.4;.247;.494;.540;46.6;61.1;5.6;4.5;;.531;12.6;26.1;.136;;.673;10.3;81.5;.280;SAC
7;7;08/11/2023;;POR;W;121;118;111.7;108.9;98.1;.427;.416;.572;58.1;78.0;10.2;9.2;;.522;16.6;34.1;.315;;.552;15.3;83.3;.253;SAC
8;8;10/11/2023;;OKC;W;105;98;104.5;97.5;100.5;.231;.516;.524;57.8;73.7;9.9;15.8;;.489;14.5;32.7;.176;;.489;14.5;87.8;.149;SAC
9;9;13/11/2023;;CLE;W;132;120;142.1;129.2;92.9;.265;.506;.712;48.7;65.3;3.2;7.1;;.711;9.7;24.2;.169;;.582;10.0;67.4;.154;SAC
10;10;15/11/2023;@;LAL;W;125;110;118.0;103.8;105.9;.177;.458;.604;51.1;64.6;18.9;1.9;;.583;12.7;23.4;.135;;.572;20.1;82.9;.181;SAC
11;11;17/11/2023;@;SAS;W;129;120;121.4;113.0;106.2;.282;.494;.675;50.0;67.4;9.4;3.6;;.647;12.0;10.0;.224;;.549;12.8;86.4;.207;SAC
12;12;19/11/2023;@;DAL;W;129;113;134.5;117.8;95.9;.233;.444;.650;54.5;70.8;9.4;5.6;;.628;10.8;32.6;.178;;.534;9.1;75.6;.216;SAC
13;13;20/11/2023;@;NOP;L;93;129;93.8;130.2;99.1;.276;.517;.477;39.6;81.8;4.0;7.8;;.443;11.8;16.7;.184;;.609;9.0;73.0;.185;SAC
14;14;22/11/2023;@;NOP;L;112;117;112.8;117.8;99.3;.461;.579;.613;44.2;64.7;3.0;1.8;;.546;14.1;10.3;.382;;.511;8.8;72.3;.322;SAC
15;15;24/11/2023;@;MIN;W;124;111;123.2;110.2;100.7;.110;.350;.591;51.1;51.0;7.0;8.2;;.575;11.0;29.2;.090;;.512;16.0;76.2;.329;SAC
1;1;24/10/2023;;PHO;L;104;108;102.3;106.2;101.7;.277;.426;.459;45.0;52.8;10.8;9.7;;.406;8.8;29.5;.218;;.500;15.6;64.6;.137;GSW
2;2;27/10/2023;@;SAC;W;122;114;116.2;108.6;105.0;.161;.368;.655;48.8;66.7;13.3;5.6;;.632;16.9;18.4;.138;;.500;11.6;76.2;.213;GSW
3;3;29/10/2023;@;HOU;W;106;95;113.2;101.5;93.6;.284;.556;.582;53.8;77.1;6.4;10.5;;.543;13.3;20.0;.222;;.428;6.6;80.4;.200;GSW
4;4;30/10/2023;@;NOP;W;130;102;132.0;103.6;98.5;.204;.418;.609;62.1;54.9;6.1;13.0;;.597;11.6;45.7;.133;;.462;9.5;75.4;.172;GSW
5;5;01/11/2023;;SAC;W;102;101;108.9;107.8;93.7;.185;.383;.582;42.9;82.1;5.3;11.3;;.549;16.3;17.1;.160;;.472;10.9;67.4;.205;GSW
6;6;03/11/2023;@;OKC;W;141;139;134.6;132.7;104.8;.326;.435;.670;54.3;73.5;8.6;3.7;;.630;12.5;34.2;.272;;.693;16.5;78.1;.289;GSW
7;7;05/11/2023;@;CLE;L;104;115;105.2;116.3;98.9;.319;.436;.485;44.9;76.5;10.1;8.7;;.447;10.8;29.3;.213;;.560;15.9;67.5;.265;GSW
8;8;06/11/2023;@;DET;W;120;109;125.9;114.4;95.3;.216;.423;.565;53.0;56.5;8.4;8.0;;.536;9.4;34.7;.165;;.556;13.6;79.4;.250;GSW
9;9;08/11/2023;@;DEN;L;105;108;111.5;114.7;94.1;.302;.407;.539;52.1;56.8;5.3;0.0;;.494;8.5;23.9;.233;;.505;5.6;79.2;.163;GSW
10;10;11/11/2023;;CLE;L;110;118;106.5;114.3;103.3;.333;.422;.533;55.0;70.3;4.8;5.4;;.483;16.2;30.6;.256;;.494;8.7;78.4;.384;GSW
11;11;12/11/2023;;MIN;L;110;116;110.6;116.6;99.5;.292;.448;.508;52.0;64.9;9.0;0.0;;.448;11.4;33.3;.250;;.579;12.8;78.0;.256;GSW
12;12;14/11/2023;;MIN;L;101;104;103.0;106.1;98.0;.182;.443;.531;52.3;75.7;11.2;4.3;;.494;16.7;28.3;.159;;.531;17.4;78.6;.222;GSW
13;13;16/11/2023;;OKC;L;109;128;109.9;129.1;99.1;.194;.418;.512;53.8;67.5;5.0;7.3;;.480;13.1;36.4;.153;;.615;11.0;80.6;.241;GSW
14;14;18/11/2023;;OKC;L;123;130;115.2;121.7;96.7;.216;.474;.579;51.0;75.0;5.6;5.2;;.546;13.1;26.9;.175;;.560;8.4;79.5;.180;GSW
15;15;20/11/2023;;HOU;W;121;116;131.6;126.2;91.9;.429;.558;.661;47.3;72.2;3.3;1.9;;.604;8.0;19.5;.364;;.532;7.2;70.0;.158;GSW
16;16;22/11/2023;@;PHO;L;115;123;112.7;120.6;102.0;.322;.356;.560;50.0;67.4;9.8;6.3;;.533;12.7;25.6;.211;;.520;13.2;74.4;.579;GSW
17;17;24/11/2023;;SAS;W;118;112;111.2;105.5;106.2;.296;.506;.644;47.1;87.5;6.6;3.8;;.611;20.8;18.4;.235;;.510;15.3;69.4;.100;GSW
1;1;25/10/2023;;NOP;L;104;111;101.8;108.7;102.1;.220;.473;.521;41.6;60.5;7.8;13.2;;.484;11.5;16.3;.176;;.553;18.2;72.5;.200;MEM
2;2;27/10/2023;;DEN;L;104;108;101.3;105.2;102.6;.282;.388;.544;54.5;59.5;12.7;13.7;;.494;17.3;27.7;.235;;.545;15.1;85.4;.136;MEM
3;3;28/10/2023;@;WAS;L;106;113;104.7;111.6;101.3;.099;.516;.558;50.0;69.2;6.9;17.0;;.533;14.4;15.0;.099;;.516;9.7;78.0;.183;MEM
4;4;30/10/2023;;DAL;L;110;125;108.1;122.8;101.8;.217;.402;.546;47.8;52.4;8.8;10.8;;.533;10.6;19.2;.130;;.637;13.7;85.0;.214;MEM
5;5;01/11/2023;@;UTA;L;109;133;102.2;124.8;106.6;.333;.563;.495;45.7;71.4;11.3;15.9;;.438;12.0;25.9;.260;;.667;17.7;73.7;.195;MEM
6;6;03/11/2023;@;POR;L;113;115;103.9;105.7;98.5;.135;.365;.555;49.0;61.7;7.4;15.6;;.542;14.3;16.7;.094;;.453;11.1;73.2;.292;MEM
7;7;05/11/2023;@;POR;W;112;100;114.5;102.2;97.8;.146;.360;.591;51.0;60.0;6.1;14.0;;.579;14.5;24.4;.101;;.463;12.1;70.9;.126;MEM
8;8;08/11/2023;;MIA;L;102;108;104.5;110.7;97.6;.311;.411;.498;46.3;57.1;10.2;8.2;;.450;11.3;27.1;.233;;.526;17.3;73.5;.351;MEM
9;9;10/11/2023;;UTA;L;121;127;123.8;130.0;97.7;.129;.475;.567;49.3;50.0;5.1;12.8;;.550;9.3;31.8;.099;;.658;17.6;74.2;.355;MEM
10;10;12/11/2023;@;LAC;W;105;101;106.4;102.4;98.7;.273;.466;.533;50.0;67.6;7.1;11.8;;.494;14.0;25.0;.205;;.506;12.8;78.9;.176;MEM
11;11;14/11/2023;@;LAL;L;107;134;107.0;134.1;100.0;.113;.500;.481;37.9;71.8;8.0;19.6;;.462;7.5;22.8;.085;;.716;16.4;66.7;.222;MEM
12;12;18/11/2023;@;SAS;W;120;108;124.6;112.1;96.3;.419;.384;.589;52.9;57.5;7.3;7.0;;.529;10.5;30.0;.337;;.524;13.7;73.3;.253;MEM
13;13;19/11/2023;;BOS;L;100;102;108.9;111.1;91.8;.105;.463;.503;48.3;75.7;7.6;10.9;;.479;8.3;28.0;.095;;.532;16.2;75.7;.260;MEM
14;14;22/11/2023;@;HOU;L;91;111;94.3;115.0;96.5;.427;.390;.467;48.4;63.0;3.1;14.3;;.372;8.5;17.3;.366;;.511;5.6;86.0;.185;MEM
15;15;24/11/2023;;PHO;L;89;110;98.0;121.1;90.8;.125;.413;.527;46.1;59.5;6.6;4.4;;.519;13.3;15.0;.075;;.586;12.0;80.6;.276;MEM
1;1;25/10/2023;@;ORL;L;86;116;91.8;123.8;93.7;.203;.430;.500;35.2;59.4;6.4;5.7;;.481;17.3;14.9;.127;;.534;12.5;58.5;.264;HOU
2;2;27/10/2023;@;SAS;L;122;126;110.0;113.6;100.4;.200;.320;.561;50.0;57.7;6.3;3.8;;.560;14.2;26.2;.100;;.559;14.5;72.7;.223;HOU
3;3;29/10/2023;;GSW;L;95;106;101.5;113.2;93.6;.211;.367;.483;46.2;64.7;7.5;11.1;;.428;6.6;19.6;.200;;.543;13.3;80.0;.222;HOU
4;4;01/11/2023;;CHO;W;128;119;126.6;117.7;101.1;.274;.440;.680;46.3;79.5;9.9;3.2;;.649;15.3;19.4;.226;;.561;13.7;67.4;.200;HOU
5;5;04/11/2023;;SAC;W;107;89;113.4;94.3;94.3;.230;.414;.558;55.2;70.0;4.2;7.0;;.534;10.3;22.2;.161;;.446;10.6;84.3;.167;HOU
6;6;06/11/2023;;SAC;W;122;97;136.4;108.4;89.4;.360;.413;.702;53.4;65.1;8.9;9.8;;.673;10.3;18.5;.280;;.531;12.6;73.9;.136;HOU
7;7;08/11/2023;;LAL;W;128;94;131.8;96.8;97.1;.204;.355;.631;62.6;51.0;4.1;5.1;;.624;9.8;32.6;.129;;.470;8.7;89.6;.179;HOU
8;8;10/11/2023;;NOP;W;104;101;106.0;102.9;98.1;.318;.398;.518;46.2;55.6;9.2;10.0;;.466;8.2;18.0;.250;;.507;16.7;80.5;.333;HOU
9;9;12/11/2023;;DEN;W;107;104;113.8;110.6;94.1;.333;.368;.536;47.9;54.1;7.4;6.8;;.483;8.3;24.5;.264;;.511;10.2;73.3;.121;HOU
10;10;17/11/2023;@;LAC;L;100;106;101.5;107.6;98.5;.227;.352;.517;50.0;63.2;6.1;10.2;;.489;14.2;23.5;.159;;.512;11.1;81.4;.253;HOU
11;11;19/11/2023;@;LAL;L;104;105;105.1;106.1;99.0;.119;.440;.588;44.7;85.4;7.1;5.6;;.571;16.9;15.8;.095;;.506;15.1;73.7;.253;HOU
12;12;20/11/2023;@;GSW;L;116;121;126.2;131.6;91.9;.200;.432;.561;52.7;63.6;6.5;8.8;;.532;7.2;30.0;.158;;.604;8.0;80.5;.364;HOU
13;13;22/11/2023;;MEM;W;111;91;115.0;94.3;96.5;.217;.467;.551;51.6;55.0;6.2;12.0;;.511;5.6;14.0;.185;;.372;8.5;82.7;.366;HOU
14;14;24/11/2023;;DEN;W;105;86;108.3;88.7;97.0;.183;.354;.593;51.6;62.5;9.3;14.1;;.561;13.6;16.7;.159;;.378;12.7;72.9;.160;HOU
1;1;25/10/2023;;DAL;L;119;126;111.8;118.4;106.4;.247;.393;.603;48.4;71.7;7.5;9.6;;.579;16.1;20.5;.180;;.551;9.9;73.5;.172;SAS
2;2;27/10/2023;;HOU;W;126;122;113.6;110.0;100.4;.298;.447;.593;50.0;69.6;9.9;5.9;;.559;14.5;27.3;.223;;.560;14.2;73.8;.100;SAS
3;3;29/10/2023;@;LAC;L;83;123;79.4;117.7;104.5;.200;.413;.477;43.5;70.0;8.6;12.2;;.444;22.3;13.3;.150;;.604;13.8;77.5;.143;SAS
4;4;31/10/2023;@;PHO;W;115;114;113.2;112.2;101.6;.217;.402;.570;46.3;58.1;9.8;20.5;;.543;10.6;17.8;.163;;.614;17.5;82.9;.145;SAS
5;5;02/11/2023;@;PHO;W;132;121;133.1;122.0;99.2;.133;.378;.636;54.7;72.5;7.1;10.4;;.612;7.2;23.7;.122;;.638;13.3;86.5;.238;SAS
6;6;05/11/2023;;TOR;L;116;123;108.4;114.9;97.0;.135;.333;.570;49.5;62.5;6.5;14.3;;.552;14.3;20.9;.104;;.552;11.4;74.0;.165;SAS
7;7;06/11/2023;@;IND;L;111;152;105.6;144.6;105.1;.319;.277;.518;42.4;65.0;6.7;8.8;;.468;9.3;23.1;.245;;.684;11.8;72.7;.232;SAS
8;8;08/11/2023;@;NYK;L;105;126;109.2;131.0;96.2;.144;.378;.548;49.5;70.5;2.1;12.1;;.539;12.0;24.4;.089;;.555;2.7;72.9;.150;SAS
9;9;10/11/2023;;MIN;L;110;117;106.1;112.9;103.7;.207;.370;.548;42.7;67.4;8.7;13.3;;.533;12.2;15.6;.130;;.552;15.4;70.5;.241;SAS
10;10;12/11/2023;;MIA;L;113;118;117.7;122.9;96.0;.132;.484;.587;54.9;83.3;3.1;10.3;;.566;15.0;26.8;.110;;.506;3.8;78.0;.315;SAS
11;11;14/11/2023;@;OKC;L;87;123;82.5;116.6;105.5;.097;.323;.449;51.8;66.7;6.6;12.0;;.435;19.8;26.5;.065;;.601;13.3;88.2;.180;SAS
12;12;17/11/2023;;SAC;L;120;129;113.0;121.4;106.2;.250;.391;.588;50.0;76.7;6.6;7.0;;.549;12.8;13.6;.207;;.647;12.0;90.0;.224;SAS
13;13;18/11/2023;;MEM;L;108;120;112.1;124.6;96.3;.313;.482;.572;47.1;72.2;5.2;17.0;;.524;13.7;26.7;.253;;.529;10.5;70.0;.337;SAS
14;14;20/11/2023;;LAC;L;99;124;99.6;124.7;99.4;.156;.422;.515;49.0;59.0;4.0;11.9;;.489;14.3;24.1;.122;;.537;6.2;78.3;.232;SAS
15;15;22/11/2023;;LAC;L;102;109;101.2;108.2;100.8;.253;.418;.504;46.8;74.3;7.9;10.5;;.445;11.4;20.4;.231;;.512;14.1;75.6;.259;SAS
